#method z1 z2 distance energy
CCSD 4.4 9.6 9.8 -134.46048500662
HF 4.4 9.6 10.0 -134.12662170858
MP2 4.4 9.6 10.0 -134.44001896384
CCSD 4.4 9.6 10.0 -134.46031076547
HF 4.3 9.7 1.2 -136.10031742909
MP2 4.3 9.7 1.2 -136.41310865419
CCSD 4.3 9.7 1.2 -136.42867580361
HF 4.3 9.7 1.4 -136.13193821712
MP2 4.3 9.7 1.4 -136.44719086431
CCSD 4.3 9.7 1.4 -136.46374843411
HF 4.3 9.7 1.6 -136.13323271417
MP2 4.3 9.7 1.6 -136.44983398999
CCSD 4.3 9.7 1.6 -136.46696101018
HF 4.3 9.7 1.8 -136.12838552307
MP2 4.3 9.7 1.8 -136.44484646586
CCSD 4.3 9.7 1.8 -136.46244353777
HF 4.3 9.7 2.0 -136.12496323795
MP2 4.3 9.7 2.0 -136.44028389720
CCSD 4.3 9.7 2.0 -136.45843532924
HF 4.3 9.7 2.2 -136.12308686326
MP2 4.3 9.7 2.2 -136.43698281889
CCSD 4.3 9.7 2.2 -136.45570807688
HF 4.3 9.7 2.4 -136.12223630524
MP2 4.3 9.7 2.4 -136.43486853487
CCSD 4.3 9.7 2.4 -136.45407884403
HF 4.3 9.7 2.6 -136.12136629974
MP2 4.3 9.7 2.6 -136.43301515798
CCSD 4.3 9.7 2.6 -136.45258652449
HF 4.3 9.7 2.8 -136.11991131477
MP2 4.3 9.7 2.8 -136.43082752968
CCSD 4.3 9.7 2.8 -136.45065079520
HF 4.3 9.7 3.0 -136.11810271897
MP2 4.3 9.7 3.0 -136.42848476408
CCSD 4.3 9.7 3.0 -136.44847838954
HF 4.3 9.7 3.2 -136.11634546989
MP2 4.3 9.7 3.2 -136.42634605771
CCSD 4.3 9.7 3.2 -136.44645353883
HF 4.3 9.7 3.4 -136.11485834545
MP2 4.3 9.7 3.4 -136.42459126135
CCSD 4.3 9.7 3.4 -136.44477504192
HF 4.3 9.7 3.6 -136.11367220411
MP2 4.3 9.7 3.6 -136.42321939485
CCSD 4.3 9.7 3.6 -136.44345507330
HF 4.3 9.7 3.8 -136.11272399554
MP2 4.3 9.7 3.8 -136.42214292945
CCSD 4.3 9.7 3.8 -136.44241476725
HF 4.3 9.7 4.0 -136.11193100728
MP2 4.3 9.7 4.0 -136.42126121048
CCSD 4.3 9.7 4.0 -136.44155897022
HF 4.3 9.7 4.2 -136.11122789325
MP2 4.3 9.7 4.2 -136.42049615115
CCSD 4.3 9.7 4.2 -136.44081301046
HF 4.3 9.7 4.4 -136.11057600591
MP2 4.3 9.7 4.4 -136.41980026730
CCSD 4.3 9.7 4.4 -136.44013152637
HF 4.3 9.7 4.6 -136.10995852016
MP2 4.3 9.7 4.6 -136.41915074580
CCSD 4.3 9.7 4.6 -136.43949306571
HF 4.3 9.7 4.8 -136.10937173543
MP2 4.3 9.7 4.8 -136.41853993526
CCSD 4.3 9.7 4.8 -136.43889088887
HF 4.3 9.7 5.0 -136.10881781231
MP2 4.3 9.7 5.0 -136.41796745688
CCSD 4.3 9.7 5.0 -136.43832524680
HF 4.3 9.7 5.2 -136.10830025107
MP2 4.3 9.7 5.2 -136.41743520610
CCSD 4.3 9.7 5.2 -136.43779847406
HF 4.3 9.7 5.4 -136.10782163276
MP2 4.3 9.7 5.4 -136.41694474927
CCSD 4.3 9.7 5.4 -136.43731244462
HF 4.3 9.7 5.6 -136.10738280884
MP2 4.3 9.7 5.6 -136.41649628186
CCSD 4.3 9.7 5.6 -136.43686757335
HF 4.3 9.7 5.8 -136.10698290279
MP2 4.3 9.7 5.8 -136.41608848427
CCSD 4.3 9.7 5.8 -136.43646270310
HF 4.3 9.7 6.0 -136.10661969966
MP2 4.3 9.7 6.0 -136.41571882371
CCSD 4.3 9.7 6.0 -136.43609542707
HF 4.3 9.7 6.2 -136.10629014950
MP2 4.3 9.7 6.2 -136.41538400728
CCSD 4.3 9.7 6.2 -136.43576255400
HF 4.3 9.7 6.4 -136.10599082448
MP2 4.3 9.7 6.4 -136.41508041130
CCSD 4.3 9.7 6.4 -136.43546054401
HF 4.3 9.7 6.6 -136.10571825865
MP2 4.3 9.7 6.6 -136.41480440606
CCSD 4.3 9.7 6.6 -136.43518583680
HF 4.3 9.7 6.8 -136.10546916206
MP2 4.3 9.7 6.8 -136.41455256210
CCSD 4.3 9.7 6.8 -136.43493505994
HF 4.3 9.7 7.0 -136.10524053421
MP2 4.3 9.7 7.0 -136.41432175893
CCSD 4.3 9.7 7.0 -136.43470513923
HF 4.3 9.7 7.2 -136.10502970972
MP2 4.3 9.7 7.2 -136.41410922773
CCSD 4.3 9.7 7.2 -136.43449334291
HF 4.3 9.7 7.4 -136.10483436424
MP2 4.3 9.7 7.4 -136.41391255529
CCSD 4.3 9.7 7.4 -136.43429728705
HF 4.3 9.7 7.6 -136.10465249922
MP2 4.3 9.7 7.6 -136.41372966730
CCSD 4.3 9.7 7.6 -136.43411492031
HF 4.3 9.7 7.8 -136.10448241600
MP2 4.3 9.7 7.8 -136.41355880123
CCSD 4.3 9.7 7.8 -136.43394449815
HF 4.3 9.7 8.0 -136.10432268461
MP2 4.3 9.7 8.0 -136.41339847407
CCSD 4.3 9.7 8.0 -136.43378455163
HF 4.3 9.7 8.2 -136.10417211001
MP2 4.3 9.7 8.2 -136.41324744758
CCSD 4.3 9.7 8.2 -136.43363385358
HF 4.3 9.7 8.4 -136.10402969803
MP2 4.3 9.7 8.4 -136.41310469300
CCSD 4.3 9.7 8.4 -136.43349138399
HF 4.3 9.7 8.6 -136.10389462221
MP2 4.3 9.7 8.6 -136.41296935682
CCSD 4.3 9.7 8.6 -136.43335629636
HF 4.3 9.7 8.8 -136.10376619348
MP2 4.3 9.7 8.8 -136.41284072911
CCSD 4.3 9.7 8.8 -136.43322788643
HF 4.3 9.7 9.0 -136.10364383324
MP2 4.3 9.7 9.0 -136.41271821558
CCSD 4.3 9.7 9.0 -136.43310556451
HF 4.3 9.7 9.2 -136.10352705065
MP2 4.3 9.7 9.2 -136.41260131368
CCSD 4.3 9.7 9.2 -136.43298883188
HF 4.3 9.7 9.4 -136.10341542415
MP2 4.3 9.7 9.4 -136.41248959329
CCSD 4.3 9.7 9.4 -136.43287726155
HF 4.3 9.7 9.6 -136.10330858684
MP2 4.3 9.7 9.6 -136.41238268122
CCSD 4.3 9.7 9.6 -136.43277048298
HF 4.3 9.7 9.8 -136.10320621523
MP2 4.3 9.7 9.8 -136.41228024947
CCSD 4.3 9.7 9.8 -136.43266817036
HF 4.3 9.7 10.0 -136.10310802081
MP2 4.3 9.7 10.0 -136.41218200618
CCSD 4.3 9.7 10.0 -136.43257003372
HF 4.2 9.8 1.2 -138.10209012625
MP2 4.2 9.8 1.2 -138.41139276991
CCSD 4.2 9.8 1.2 -138.42741687581
HF 4.2 9.8 1.4 -138.13922449282
MP2 4.2 9.8 1.4 -138.45057532360
CCSD 4.2 9.8 1.4 -138.46763656859
HF 4.2 9.8 1.6 -138.14592612289
MP2 4.2 9.8 1.6 -138.45828958506
CCSD 4.2 9.8 1.6 -138.47593955609
HF 4.2 9.8 1.8 -138.14562638477
MP2 4.2 9.8 1.8 -138.45767650380
CCSD 4.2 9.8 1.8 -138.47576847964
HF 4.2 9.8 2.0 -138.14594843390
MP2 4.2 9.8 2.0 -138.45684635870
CCSD 4.2 9.8 2.0 -138.47541515720
HF 4.2 9.8 2.2 -138.14703252100
MP2 4.2 9.8 2.2 -138.45656995525
CCSD 4.2 9.8 2.2 -138.47561553432
HF 4.2 9.8 2.4 -138.14850553101
MP2 4.2 9.8 2.4 -138.45684758611
CCSD 4.2 9.8 2.4 -138.47629083228
HF 4.2 9.8 2.6 -138.14941394454
MP2 4.2 9.8 2.6 -138.45681751828
CCSD 4.2 9.8 2.6 -138.47655512233
HF 4.2 9.8 2.8 -138.14927943770
MP2 4.2 9.8 2.8 -138.45597082312
CCSD 4.2 9.8 2.8 -138.47591325155
HF 4.2 9.8 3.0 -138.14846007892
MP2 4.2 9.8 3.0 -138.45462114422
CCSD 4.2 9.8 3.0 -138.47470169844
HF 4.2 9.8 3.2 -138.14747743775
MP2 4.2 9.8 3.2 -138.45325231844
CCSD 4.2 9.8 3.2 -138.47342474817
HF 4.2 9.8 3.4 -138.14662785057
MP2 4.2 9.8 3.4 -138.45212721015
CCSD 4.2 9.8 3.4 -138.47236083740
HF 4.2 9.8 3.6 -138.14598565422
MP2 4.2 9.8 3.6 -138.45129119292
CCSD 4.2 9.8 3.6 -138.47156622360
HF 4.2 9.8 3.8 -138.14551049046
MP2 4.2 9.8 3.8 -138.45068059987
CCSD 4.2 9.8 3.8 -138.47098438857
HF 4.2 9.8 4.0 -138.14513205517
MP2 4.2 9.8 4.0 -138.45020747743
CCSD 4.2 9.8 4.0 -138.47053184790
HF 4.2 9.8 4.2 -138.14479331662
MP2 4.2 9.8 4.2 -138.44980198822
CCSD 4.2 9.8 4.2 -138.47014147243
HF 4.2 9.8 4.4 -138.14446266470
MP2 4.2 9.8 4.4 -138.44942351319
CCSD 4.2 9.8 4.4 -138.46977429658
HF 4.2 9.8 4.6 -138.14412983898
MP2 4.2 9.8 4.6 -138.44905561852
CCSD 4.2 9.8 4.6 -138.46941495278
HF 4.2 9.8 4.8 -138.14379717383
MP2 4.2 9.8 4.8 -138.44869651876
CCSD 4.2 9.8 4.8 -138.46906239082
HF 4.2 9.8 5.0 -138.14347210721
MP2 4.2 9.8 5.0 -138.44835097120
CCSD 4.2 9.8 5.0 -138.46872189235
HF 4.2 9.8 5.2 -138.14316253268
MP2 4.2 9.8 5.2 -138.44802515495
CCSD 4.2 9.8 5.2 -138.46840000988
HF 4.2 9.8 5.4 -138.14287454786
MP2 4.2 9.8 5.4 -138.44772407300
CCSD 4.2 9.8 5.4 -138.46810201059
HF 4.2 9.8 5.6 -138.14261174071
MP2 4.2 9.8 5.6 -138.44745060076
CCSD 4.2 9.8 5.6 -138.46783095957
HF 4.2 9.8 5.8 -138.14237532973
MP2 4.2 9.8 5.8 -138.44720547271
CCSD 4.2 9.8 5.8 -138.46758773299
HF 4.2 9.8 6.0 -138.14216469946
MP2 4.2 9.8 6.0 -138.44698772408
CCSD 4.2 9.8 6.0 -138.46737147702
HF 4.2 9.8 6.2 -138.14197803604
MP2 4.2 9.8 6.2 -138.44679527203
CCSD 4.2 9.8 6.2 -138.46718019839
HF 4.2 9.8 6.4 -138.14181289092
MP2 4.2 9.8 6.4 -138.44662544921
CCSD 4.2 9.8 6.4 -138.46701130274
HF 4.2 9.8 6.8 -138.14153654549
MP2 4.2 9.8 6.8 -138.44634237000
CCSD 4.2 9.8 6.8 -138.46672956127
HF 4.2 9.8 7.0 -138.14142031560
MP2 4.2 9.8 7.0 -138.44622378934
CCSD 4.2 9.8 7.0 -138.46661147231
HF 4.2 9.8 7.2 -138.14131576046
MP2 4.2 9.8 7.2 -138.44611739765
CCSD 4.2 9.8 7.2 -138.46650549172
HF 4.2 9.8 7.4 -138.14122101785
MP2 4.2 9.8 7.4 -138.44602123198
CCSD 4.2 9.8 7.4 -138.46640967516
HF 4.2 9.8 7.6 -138.14113450630
MP2 4.2 9.8 7.6 -138.44593362560
CCSD 4.2 9.8 7.6 -138.46632236899
HF 4.2 9.8 7.8 -138.14105490595
MP2 4.2 9.8 7.8 -138.44585318750
CCSD 4.2 9.8 7.8 -138.46624219144
HF 4.2 9.8 8.0 -138.14098113235
MP2 4.2 9.8 8.0 -138.44577877481
CCSD 4.2 9.8 8.0 -138.46616800622
HF 4.2 9.8 8.2 -138.14091230668
MP2 4.2 9.8 8.2 -138.44570946174
CCSD 4.2 9.8 8.2 -138.46609889242
HF 4.2 9.8 8.4 -138.14084772478
MP2 4.2 9.8 8.4 -138.44564450702
CCSD 4.2 9.8 8.4 -138.46603411257
HF 4.2 9.8 8.6 -138.14078682655
MP2 4.2 9.8 8.6 -138.44558332189
CCSD 4.2 9.8 8.6 -138.46597308103
HF 4.2 9.8 8.8 -138.14072916780
MP2 4.2 9.8 8.8 -138.44552544033
CCSD 4.2 9.8 8.8 -138.46591533445
HF 4.2 9.8 9.0 -138.14067439512
MP2 4.2 9.8 9.0 -138.44547049266
CCSD 4.2 9.8 9.0 -138.46586050549
HF 4.2 9.8 9.2 -138.14062222485
MP2 4.2 9.8 9.2 -138.44541818319
CCSD 4.2 9.8 9.2 -138.46580830056
HF 4.2 9.8 9.4 -138.14057242602
MP2 4.2 9.8 9.4 -138.44536827218
CCSD 4.2 9.8 9.4 -138.46575848179
HF 4.2 9.8 9.6 -138.14052480717
MP2 4.2 9.8 9.6 -138.44532056178
CCSD 4.2 9.8 9.6 -138.46571085293
HF 4.2 9.8 9.8 -138.14047920634
MP2 4.2 9.8 9.8 -138.44527488540
CCSD 4.2 9.8 9.8 -138.46566524883
HF 4.2 9.8 10.0 -138.14043548384
MP2 4.2 9.8 10.0 -138.44523109992
CCSD 4.2 9.8 10.0 -138.46562152763
HF 4.1 9.9 1.8 -140.22805191789
MP2 4.1 9.9 1.8 -140.53586213010
CCSD 4.1 9.9 1.8 -140.55434083365
HF 4.1 9.9 2.0 -140.23157557925
MP2 4.1 9.9 2.0 -140.53823171791
CCSD 4.1 9.9 2.0 -140.55709942906
HF 4.1 9.9 2.2 -140.23515160977
MP2 4.1 9.9 2.2 -140.54049494508
CCSD 4.1 9.9 2.2 -140.55974427190
HF 4.1 9.9 2.4 -140.23856123602
MP2 4.1 9.9 2.4 -140.54275052683
CCSD 4.1 9.9 2.4 -140.56231812635
HF 4.1 9.9 2.6 -140.24092784440
MP2 4.1 9.9 2.6 -140.54419744530
CCSD 4.1 9.9 2.6 -140.56400138037
HF 4.1 9.9 2.8 -140.24184087066
MP2 4.1 9.9 2.8 -140.54439757624
CCSD 4.1 9.9 2.8 -140.56436626509
HF 4.1 9.9 3.0 -140.24177205869
MP2 4.1 9.9 3.0 -140.54378615931
CCSD 4.1 9.9 3.0 -140.56386568374
HF 4.1 9.9 3.2 -140.24135211933
MP2 4.1 9.9 3.2 -140.54296316773
CCSD 4.1 9.9 3.2 -140.56311584541
HF 4.1 9.9 3.4 -140.24095023696
MP2 4.1 9.9 3.4 -140.54226876399
CCSD 4.1 9.9 3.4 -140.56246962071
HF 4.1 9.9 3.6 -140.24068091157
MP2 4.1 9.9 3.6 -140.54179062237
CCSD 4.1 9.9 3.6 -140.56202372031
HF 4.1 9.9 3.8 -140.24052395262
MP2 4.1 9.9 3.8 -140.54148588953
CCSD 4.1 9.9 3.8 -140.56174121966
HF 4.1 9.9 4.0 -140.24041941845
MP2 4.1 9.9 4.0 -140.54127687340
CCSD 4.1 9.9 4.0 -140.56154805290
HF 4.1 9.9 4.2 -140.24031687803
MP2 4.1 9.9 4.2 -140.54109996074
CCSD 4.1 9.9 4.2 -140.56138272397
HF 4.1 9.9 4.4 -140.24019031466
MP2 4.1 9.9 4.4 -140.54091970581
CCSD 4.1 9.9 4.4 -140.56121103797
HF 4.1 9.9 4.6 -140.24003481595
MP2 4.1 9.9 4.6 -140.54072464456
CCSD 4.1 9.9 4.6 -140.56102233586
HF 4.1 9.9 4.8 -140.23985771234
MP2 4.1 9.9 4.8 -140.54051767244
CCSD 4.1 9.9 4.8 -140.56082008494
HF 4.1 9.9 5.0 -140.23967080921
MP2 4.1 9.9 5.0 -140.54030766248
CCSD 4.1 9.9 5.0 -140.56061358102
HF 4.1 9.9 5.2 -140.23948557595
MP2 4.1 9.9 5.2 -140.54010417639
CCSD 4.1 9.9 5.2 -140.56041269537
HF 4.1 9.9 5.4 -140.23931088402
MP2 4.1 9.9 5.4 -140.53991484742
CCSD 4.1 9.9 5.4 -140.56022528536
HF 4.1 9.9 5.6 -140.23915238626
MP2 4.1 9.9 5.6 -140.53974451027
CCSD 4.1 9.9 5.6 -140.56005635102
HF 4.1 9.9 5.8 -140.23901279674
MP2 4.1 9.9 5.8 -140.53959531654
CCSD 4.1 9.9 5.8 -140.55990817106
HF 4.1 9.9 6.0 -140.23889257293
MP2 4.1 9.9 6.0 -140.53946731405
CCSD 4.1 9.9 6.0 -140.55978089484
HF 4.1 9.9 6.2 -140.23879068025
MP2 4.1 9.9 6.2 -140.53935915114
CCSD 4.1 9.9 6.2 -140.55967325258
HF 4.1 9.9 6.4 -140.23870525612
MP2 4.1 9.9 6.4 -140.53926870685
CCSD 4.1 9.9 6.4 -140.55958318804
HF 4.1 9.9 6.6 -140.23863409783
MP2 4.1 9.9 6.6 -140.53919356111
CCSD 4.1 9.9 6.6 -140.55950833016
HF 4.1 9.9 6.8 -140.23857497473
MP2 4.1 9.9 6.8 -140.53913129751
CCSD 4.1 9.9 6.8 -140.55944629740
HF 4.1 9.9 7.0 -140.23852580227
MP2 4.1 9.9 7.0 -140.53907967228
CCSD 4.1 9.9 7.0 -140.55939486895
HF 4.1 9.9 7.2 -140.23848472407
MP2 4.1 9.9 7.2 -140.53903669331
CCSD 4.1 9.9 7.2 -140.55935206630
HF 4.1 9.9 7.4 -140.23845014010
MP2 4.1 9.9 7.4 -140.53900064600
CCSD 4.1 9.9 7.4 -140.55931618173
HF 4.1 9.9 7.6 -140.23842070581
MP2 4.1 9.9 7.6 -140.53897009044
CCSD 4.1 9.9 7.6 -140.55928577800
HF 4.1 9.9 7.8 -140.23839531647
MP2 4.1 9.9 7.8 -140.53894384390
CCSD 4.1 9.9 7.8 -140.55925967264
HF 4.1 9.9 8.0 -140.23837308383
MP2 4.1 9.9 8.0 -140.53892095544
CCSD 4.1 9.9 8.0 -140.55923691405
HF 4.1 9.9 8.2 -140.23835330868
MP2 4.1 9.9 8.2 -140.53890067648
CCSD 4.1 9.9 8.2 -140.55921675291
HF 4.1 9.9 8.4 -140.23833545185
MP2 4.1 9.9 8.4 -140.53888242971
CCSD 4.1 9.9 8.4 -140.55919861152
HF 4.1 9.9 8.6 -140.23831910538
MP2 4.1 9.9 8.6 -140.53886577825
CCSD 4.1 9.9 8.6 -140.55918205312
HF 4.1 9.9 8.8 -140.23830396557
MP2 4.1 9.9 8.8 -140.53885039686
CCSD 4.1 9.9 8.8 -140.55916675304
HF 4.1 9.9 9.0 -140.23828980906
MP2 4.1 9.9 9.0 -140.53883604631
CCSD 4.1 9.9 9.0 -140.55915247300
HF 4.1 9.9 9.2 -140.23827647262
MP2 4.1 9.9 9.2 -140.53882255179
CCSD 4.1 9.9 9.2 -140.55913903936
HF 4.1 9.9 9.4 -140.23826383686
MP2 4.1 9.9 9.4 -140.53880978554
CCSD 4.1 9.9 9.4 -140.55912632557
HF 4.1 9.9 9.6 -140.23825181368
MP2 4.1 9.9 9.6 -140.53879765334
CCSD 4.1 9.9 9.6 -140.55911423858
HF 4.1 9.9 9.8 -140.23824033681
MP2 4.1 9.9 9.8 -140.53878608449
CCSD 4.1 9.9 9.8 -140.55910270882
HF 4.1 9.9 10.0 -140.23822935521
MP2 4.1 9.9 10.0 -140.53877502460
CCSD 4.1 9.9 10.0 -140.55909168285
HF 4.0 10.0 1.8 -142.37515917469
MP2 4.0 10.0 1.8 -142.67886871932
CCSD 4.0 10.0 1.8 -142.69763858097
HF 4.0 10.0 2.0 -142.38135728868
MP2 4.0 10.0 2.0 -142.68391166717
CCSD 4.0 10.0 2.0 -142.70297792586
HF 4.0 10.0 2.2 -142.38698199834
MP2 4.0 10.0 2.2 -142.68825423377
CCSD 4.0 10.0 2.2 -142.70761060183
HF 4.0 10.0 2.4 -142.39196724482
MP2 4.0 10.0 2.4 -142.69210489096
CCSD 4.0 10.0 2.4 -142.71170725121
HF 4.0 10.0 2.6 -142.39549380328
MP2 4.0 10.0 2.6 -142.69471099045
CCSD 4.0 10.0 2.6 -142.71449866762
HF 4.0 10.0 2.8 -142.39719809373
MP2 4.0 10.0 2.8 -142.69568617960
CCSD 4.0 10.0 2.8 -142.71560411296
HF 4.0 10.0 3.0 -142.39765281783
MP2 4.0 10.0 3.0 -142.69557400916
CCSD 4.0 10.0 3.0 -142.71557952519
HF 4.0 10.0 3.2 -142.39759120740
MP2 4.0 10.0 3.2 -142.69508303053
CCSD 4.0 10.0 3.2 -142.71514579464
HF 4.0 10.0 3.4 -142.39745148180
MP2 4.0 10.0 3.4 -142.69462622147
CCSD 4.0 10.0 3.4 -142.71472611899
HF 4.0 10.0 3.6 -142.39738578215
MP2 4.0 10.0 3.6 -142.69433065573
CCSD 4.0 10.0 3.6 -142.71445507170
HF 4.0 10.0 3.8 -142.39739223146
MP2 4.0 10.0 3.8 -142.69417221712
CCSD 4.0 10.0 3.8 -142.71431346624
HF 4.0 10.0 4.0 -142.39741976028
MP2 4.0 10.0 4.0 -142.69408181328
CCSD 4.0 10.0 4.0 -142.71423513591
HF 4.0 10.0 4.2 -142.39742327395
MP2 4.0 10.0 4.2 -142.69400062446
CCSD 4.0 10.0 4.2 -142.71416287047
HF 4.0 10.0 4.4 -142.39738125405
MP2 4.0 10.0 4.4 -142.69389711698
CCSD 4.0 10.0 4.4 -142.71406602552
HF 4.0 10.0 4.6 -142.39729317259
MP2 4.0 10.0 4.6 -142.69376367777
CCSD 4.0 10.0 4.6 -142.71393754443
HF 4.0 10.0 4.8 -142.39717048593
MP2 4.0 10.0 4.8 -142.69360687658
CCSD 4.0 10.0 4.8 -142.71378440208
HF 4.0 10.0 5.0 -142.39702855643
MP2 4.0 10.0 5.0 -142.69343877680
CCSD 4.0 10.0 5.0 -142.71361897465
HF 4.0 10.0 5.2 -142.39688166154
MP2 4.0 10.0 5.2 -142.69327146040
CCSD 4.0 10.0 5.2 -142.71345358308
HF 4.0 10.0 5.4 -142.39674072261
MP2 4.0 10.0 5.4 -142.69311438978
CCSD 4.0 10.0 5.4 -142.71329787159
HF 4.0 10.0 5.6 -142.39661278816
MP2 4.0 10.0 5.6 -142.69297362761
CCSD 4.0 10.0 5.6 -142.71315804544
HF 4.0 10.0 5.8 -142.39650146510
MP2 4.0 10.0 5.8 -142.69285209005
CCSD 4.0 10.0 5.8 -142.71303713723
HF 4.0 10.0 6.0 -142.39640775347
MP2 4.0 10.0 6.0 -142.69275026793
CCSD 4.0 10.0 6.0 -142.71293573413
HF 4.0 10.0 6.2 -142.39633093917
MP2 4.0 10.0 6.2 -142.69266705138
CCSD 4.0 10.0 6.2 -142.71285280391
HF 4.0 10.0 6.4 -142.39626935147
MP2 4.0 10.0 6.4 -142.69260044878
CCSD 4.0 10.0 6.4 -142.71278641368
HF 4.0 10.0 6.6 -142.39622091136
MP2 4.0 10.0 6.6 -142.69254811411
CCSD 4.0 10.0 6.6 -142.71273425802
HF 4.0 10.0 6.8 -142.39618347771
MP2 4.0 10.0 6.8 -142.69250768182
CCSD 4.0 10.0 6.8 -142.71269399580
HF 4.0 10.0 7.0 -142.39615503780
MP2 4.0 10.0 7.0 -142.69247695098
CCSD 4.0 10.0 7.0 -142.71266343758
HF 4.0 10.0 7.2 -142.39613379610
MP2 4.0 10.0 7.2 -142.69245396974
CCSD 4.0 10.0 7.2 -142.71264063389
HF 4.0 10.0 7.4 -142.39611820476
MP2 4.0 10.0 7.4 -142.69243706235
CCSD 4.0 10.0 7.4 -142.71262390587
HF 4.0 10.0 7.6 -142.39610696380
MP2 4.0 10.0 7.6 -142.69242482604
CCSD 4.0 10.0 7.6 -142.71261184527
HF 4.0 10.0 7.8 -142.39609900642
MP2 4.0 10.0 7.8 -142.69241611323
CCSD 4.0 10.0 7.8 -142.71260329873
HF 4.0 10.0 8.0 -142.39609347719
MP2 4.0 10.0 8.0 -142.69241000617
CCSD 4.0 10.0 8.0 -142.71259734391
HF 4.0 10.0 8.2 -142.39608970625
MP2 4.0 10.0 8.2 -142.69240578804
CCSD 4.0 10.0 8.2 -142.71259326103
HF 4.0 10.0 8.4 -142.39608718178
MP2 4.0 10.0 8.4 -142.69240291231
CCSD 4.0 10.0 8.4 -142.71259050233
HF 4.0 10.0 8.6 -142.39608552243
MP2 4.0 10.0 8.6 -142.69240097237
CCSD 4.0 10.0 8.6 -142.71258866147
HF 4.0 10.0 8.8 -142.39608445107
MP2 4.0 10.0 8.8 -142.69239967306
CCSD 4.0 10.0 8.8 -142.71258744459
HF 4.0 10.0 9.0 -142.39608377134
MP2 4.0 10.0 9.0 -142.69239880512
CCSD 4.0 10.0 9.0 -142.71258664432
HF 4.0 10.0 9.2 -142.39608334730
MP2 4.0 10.0 9.2 -142.69239822353
CCSD 4.0 10.0 9.2 -142.71258611784
HF 4.0 10.0 9.4 -142.39608308706
MP2 4.0 10.0 9.4 -142.69239782990
CCSD 4.0 10.0 9.4 -142.71258576892
HF 4.0 10.0 9.6 -142.39608292988
MP2 4.0 10.0 9.6 -142.69239755876
CCSD 4.0 10.0 9.6 -142.71258553405
HF 4.0 10.0 9.8 -142.39608283639
MP2 4.0 10.0 9.8 -142.69239736724
CCSD 4.0 10.0 9.8 -142.71258537211
HF 4.0 10.0 10.0 -142.39608278162
MP2 4.0 10.0 10.0 -142.69239722772
CCSD 4.0 10.0 10.0 -142.71258525687
HF 3.9 10.1 1.4 -144.55725478649
MP2 3.9 10.1 1.4 -144.85735097864
CCSD 3.9 10.1 1.4 -144.87553202696
HF 3.9 10.1 1.8 -144.58646438944
MP2 3.9 10.1 1.8 -144.88619122469
CCSD 3.9 10.1 1.8 -144.90516451241
HF 3.9 10.1 2.0 -144.59482692809
MP2 3.9 10.1 2.0 -144.89339331849
CCSD 3.9 10.1 2.0 -144.91256952202
HF 3.9 10.1 2.2 -144.60207963180
MP2 3.9 10.1 2.2 -144.89937865430
CCSD 3.9 10.1 2.2 -144.91875825663
HF 3.9 10.1 2.4 -144.60830081185
MP2 3.9 10.1 2.4 -144.90446707597
CCSD 3.9 10.1 2.4 -144.92402704053
HF 3.9 10.1 2.6 -144.61270635616
MP2 3.9 10.1 2.6 -144.90793639548
CCSD 3.9 10.1 2.6 -144.92763696087
HF 3.9 10.1 2.8 -144.61495836580
MP2 3.9 10.1 2.8 -144.90943124051
CCSD 3.9 10.1 2.8 -144.92923281767
HF 3.9 10.1 3.0 -144.61571815657
MP2 3.9 10.1 3.0 -144.90959031775
CCSD 3.9 10.1 3.0 -144.92946039622
HF 3.9 10.1 3.2 -144.61581548356
MP2 3.9 10.1 3.2 -144.90922395780
CCSD 3.9 10.1 3.2 -144.92913865013
HF 3.9 10.1 3.4 -144.61575440018
MP2 3.9 10.1 3.4 -144.90881432292
CCSD 3.9 10.1 3.4 -144.92875770520
HF 3.9 10.1 3.6 -144.61572272719
MP2 3.9 10.1 3.6 -144.90852579494
CCSD 3.9 10.1 3.6 -144.92848812942
HF 3.9 10.1 3.8 -144.61573557358
MP2 3.9 10.1 3.8 -144.90835167197
CCSD 3.9 10.1 3.8 -144.92832733578
HF 3.9 10.1 4.0 -144.61574975218
MP2 3.9 10.1 4.0 -144.90823048678
CCSD 3.9 10.1 4.0 -144.92821621325
HF 3.9 10.1 4.2 -144.61572470037
MP2 3.9 10.1 4.2 -144.90810737858
CCSD 3.9 10.1 4.2 -144.92810107929
HF 3.9 10.1 4.4 -144.61564269809
MP2 3.9 10.1 4.4 -144.90795394477
CCSD 3.9 10.1 4.4 -144.92795408927
HF 3.9 10.1 4.6 -144.61550694971
MP2 3.9 10.1 4.6 -144.90776565683
CCSD 3.9 10.1 4.6 -144.92777102038
HF 3.9 10.1 4.8 -144.61533238921
MP2 3.9 10.1 4.8 -144.90755198312
CCSD 3.9 10.1 4.8 -144.92756156056
HF 3.9 10.1 5.0 -144.61513726696
MP2 3.9 10.1 5.0 -144.90732738295
CCSD 3.9 10.1 5.0 -144.92734034927
HF 3.9 10.1 5.2 -144.61493798103
MP2 3.9 10.1 5.2 -144.90710565495
CCSD 3.9 10.1 5.2 -144.92712133535
HF 3.9 10.1 5.4 -144.61474681902
MP2 3.9 10.1 5.4 -144.90689730368
